COD_IBGE,MUNICIPIO,UF,REGIAO_TURISTICA,CLUSTER,QUANTIDADE_EMPREGOS,QUANTIDADE_ESTABELECIMENTOS,EMPREGOS_POR_ESTABELECIMENTO,VISITAS_INTERNACIONAIS_EST,VISITAS_NACIONAIS_EST,TOTAL_VISITAS_ESTIMADAS,ARRECADACAO,PIB_PER_CAPITA_R$,POPULACAO_2019
3549607,São José do Barreiro,SP,VALE HISTÓRICO,D,8.0,4,2.0,116.0,0.0,116.0,0.0,12215.82,4147
4210407,Maracajá,SC,Caminho dos Canyons,D,0.0,0,,0.0,0.0,0.0,0.0,27404.39,7293
4303905,Campo Bom,RS,Vale Germânico,D,12.0,2,6.0,579.0,38135.0,38714.0,0.0,48004.71,66712
4306403,Dois Irmãos,RS,Vale Germânico,D,8.0,2,4.0,370.0,14888.0,15258.0,0.0,63947.67,32671
4306809,Encantado,RS,Vale do Taquari,D,6.0,4,1.5,89.0,10472.0,10561.0,0.0,41910.47,22706
4308102,Feliz,RS,Vale da Felicidade,D,3.0,1,3.0,221.0,14888.0,15109.0,0.0,34291.01,13547
4310108,Igrejinha,RS,Vale do Paranhana,D,21.0,2,10.5,159.0,0.0,159.0,0.0,52771.02,36899
4312203,Maximiliano de Almeida,RS,Rota das Araucárias,D,0.0,0,,75.0,0.0,75.0,0.0,25208.26,4377
4312500,Mostardas,RS,Litoral Norte Gaúcho,D,5.0,5,1.0,535.0,16472.0,17007.0,0.0,31826.49,12804
4312609,Muçum,RS,Vale do Taquari,D,0.0,0,,0.0,648.0,648.0,0.0,53058.9,4954
5203807,Britânia,GO,Região Turística Vale do Araguaia,D,13.0,4,3.25,61.0,20070.0,20131.0,0.0,21765.93,5779
5214838,Nova Crixás,GO,Região Turística Vale do Araguaia,D,9.0,4,2.25,0.0,10442.0,10442.0,0.0,29531.73,12869
2102374,Cachoeira Grande,MA,Polo Munin,D,0.0,0,,0.0,4567.0,4567.0,0.0,5939.45,9431
2402709,Cerro Corá,RN,Polo Seridó,D,4.0,1,4.0,0.0,18306.0,18306.0,0.0,13019.01,11179
2807105,Simão Dias,SE,Polo Sertão das Águas,D,6.0,2,3.0,0.0,4255.0,4255.0,0.0,15786.83,40484
3106309,Belo Oriente,MG,Mata Atlântica de Minas,D,2.0,1,2.0,140.0,0.0,140.0,0.0,65595.25,26700
3108503,Botumirim,MG,Lago de Irapé,D,0.0,0,,0.0,7914.0,7914.0,0.0,9338.81,6319
3120409,Cristiano Otoni,MG,Villas e Fazendas de Minas,D,3.0,2,1.5,0.0,0.0,0.0,0.0,23797.23,5150
3122009,Divino,MG,Serra do Brigadeiro,D,12.0,2,6.0,0.0,0.0,0.0,0.0,12173.62,19931
3131109,Inimutaba,MG,Guimarães Rosa,D,0.0,0,,0.0,4335.0,4335.0,0.0,9994.15,7515
3132206,Itaguara,MG,Veredas do Paraopeba,D,10.0,3,3.33,120.0,24996.0,25116.0,0.0,23207.5,13358
3132305,Itaipé,MG,Pedras Preciosas,D,0.0,0,,182.0,0.0,182.0,0.0,7605.76,12760
3134509,Itutinga,MG,Trilha dos Inconfidentes,D,1.0,1,1.0,0.0,0.0,0.0,0.0,34551.31,3788
3135704,Jequitibá,MG,Grutas,D,2.0,2,1.0,0.0,7914.0,7914.0,0.0,18053.23,5211
3139805,Mar de Espanha,MG,Caminhos Verdes de Minas,D,3.0,1,3.0,170.0,10278.0,10448.0,0.0,15859.18,12814
3139904,Maria da Fé,MG,Caminhos da Mantiqueira,D,9.0,3,3.0,0.0,0.0,0.0,0.0,13040.48,14095
3142304,Moeda,MG,Veredas do Paraopeba,D,22.0,4,5.5,102.0,2624.0,2726.0,0.0,13328.69,4919
3148608,Peçanha,MG,Trilhas do Rio Doce,D,10.0,2,5.0,0.0,2624.0,2624.0,0.0,12024.77,17541
3150307,Piedade do Rio Grande,MG,Trilha dos Inconfidentes,D,0.0,0,,0.0,35463.0,35463.0,0.0,17515.66,4497
3152006,Pompéu,MG,Guimarães Rosa,D,34.0,4,8.5,0.0,2624.0,2624.0,0.0,26374.26,31812
3500105,Adamantina,SP,Águas do Oeste,D,28.0,5,5.6,368.0,29822.0,30190.0,0.0,32400.51,35068
3500204,Adolfo,SP,"Águas, Sabores e Saberes",D,1.0,1,1.0,0.0,0.0,0.0,0.0,31265.58,3562
3502754,Araçariguama,SP,Roteiro dos Bandeirantes,D,9.0,2,4.5,0.0,0.0,0.0,0.0,153904.22,22364
3526407,Laranjal Paulista,SP,Raízes do Interior Paulista,D,16.0,2,8.0,361.0,32518.0,32879.0,0.0,40312.93,28516
3544608,Sabino,SP,Coração do Tietê,D,1.0,1,1.0,0.0,0.0,0.0,0.0,18989.53,5590
4100806,Alvorada do Sul,PR,Norte do Paraná,D,2.0,1,2.0,0.0,19762.0,19762.0,0.0,21856.82,11406
4101200,Antonina,PR,Litoral do Paraná,D,27.0,4,6.75,791.0,23350.0,24141.0,0.0,29795.88,18980
4109807,Ibiporã,PR,Norte do Paraná,D,2.0,2,1.0,0.0,0.0,0.0,0.0,50745.95,54558
4124509,Santo Inácio,PR,Corredores das Águas,D,7.0,2,3.5,0.0,0.0,0.0,0.0,62233.49,5438
4301404,Arvorezinha,RS,Vale do Taquari,D,4.0,1,4.0,0.0,14888.0,14888.0,0.0,24700.81,10424
4302451,Boqueirão do Leão,RS,Vale do Taquari,D,0.0,0,,0.0,24956.0,24956.0,0.0,17725.53,7714
4306957,Entre Rios do Sul,RS,Termas e Lagos,D,0.0,0,,0.0,8236.0,8236.0,0.0,79713.19,2792
4308904,Getúlio Vargas,RS,Termas e Lagos,D,7.0,2,3.5,77.0,591.0,668.0,0.0,39340.86,16212
4310306,Ilópolis,RS,Vale do Taquari,D,0.0,0,,0.0,0.0,0.0,0.0,27463.45,4078
4312385,Monte Belo do Sul,RS,Uva e Vinho,D,1.0,1,1.0,0.0,0.0,0.0,0.0,29148.95,2548
4315404,Redentora,RS,Rota do Yucumã,D,0.0,0,,0.0,8236.0,8236.0,0.0,15394.73,11549
4316501,Salvador do Sul,RS,Vale da Felicidade,D,0.0,1,0.0,79.0,0.0,79.0,0.0,36210.21,7799
4320404,Serafina Corrêa,RS,Uva e Vinho,D,15.0,2,7.5,0.0,0.0,0.0,0.0,38252.26,17502
4321402,Tenente Portela,RS,Rota do Yucumã,D,16.0,3,5.33,0.0,23124.0,23124.0,0.0,35804.4,13485
4322806,Veranópolis,RS,Uva e Vinho,D,25.0,2,12.5,1462.0,31343.0,32805.0,0.0,59023.52,26241
5002001,Batayporã,MS,Vale das Águas,D,8.0,2,4.0,115.0,0.0,115.0,0.0,34274.24,11329
1720903,Taguatinga,TO,Serras Gerais,D,7.0,3,2.33,0.0,18804.0,18804.0,0.0,14186.27,16683
2503100,Cabaceiras,PB,Cariri,D,1.0,1,1.0,0.0,4136.0,4136.0,0.0,10434.79,5611
2508208,Lagoa de Dentro,PB,Brejo,D,0.0,0,,0.0,4808.0,4808.0,0.0,9643.66,7719
2512705,Remígio,PB,Brejo,D,1.0,1,1.0,0.0,3499.0,3499.0,0.0,8884.28,19621
2515906,Serraria,PB,Brejo,D,0.0,0,,0.0,5929.0,5929.0,0.0,9458.24,6099
2803609,Laranjeiras,SE,Polo Costa dos Coqueirais,D,17.0,2,8.5,0.0,0.0,0.0,0.0,27147.97,29826
2807600,Umbaúba,SE,Polo Sertão das Águas,D,8.0,2,4.0,0.0,36683.0,36683.0,0.0,13940.65,25294
3100500,Açucena,MG,Mata Atlântica de Minas,D,6.0,1,6.0,0.0,31978.0,31978.0,0.0,9880.87,9470
3148301,Paula Cândido,MG,Montanhas e Fé,D,1.0,1,1.0,0.0,0.0,0.0,0.0,10506.31,9571
3149606,Pequi,MG,Verde - Trilha dos Bandeirantes,D,2.0,1,2.0,0.0,0.0,0.0,0.0,14636.94,4406
3161205,São Francisco de Paula,MG,Campo das Vertentes,D,73.0,1,73.0,0.0,2624.0,2624.0,0.0,13988.93,6527
3161700,São Gonçalo do Abaeté,MG,Lago de Três Marias,D,18.0,6,3.0,0.0,0.0,0.0,0.0,27586.67,8389
3503505,Areias,SP,VALE HISTÓRICO,D,1.0,1,1.0,112.0,0.0,112.0,0.0,11917.32,3886
3530003,Mira Estrela,SP,MARAVILHAS  DO RIO GRANDE,D,0.0,0,,0.0,22372.0,22372.0,0.0,21848.8,3086
4108106,Flórida,PR,Corredores das Águas,D,0.0,0,,149.0,0.0,149.0,0.0,21858.57,2689
4112801,Joaquim Távora,PR,Norte Pioneiro,D,6.0,2,3.0,120.0,2473.0,2593.0,0.0,48743.87,11908
4121901,Ribeirão do Pinhal,PR,Norte Pioneiro,D,3.0,2,1.5,0.0,12519.0,12519.0,0.0,18100.32,13029
4207809,Irani,SC,Vale dos Imigrantes,D,6.0,2,3.0,0.0,33982.0,33982.0,0.0,23252.95,10419
4212254,Passo de Torres,SC,Caminho dos Canyons,D,0.0,0,,2126.0,0.0,2126.0,0.0,20035.2,8823
4214003,Presidente Getúlio,SC,Caminhos do Alto Vale,D,10.0,2,5.0,182.0,0.0,182.0,0.0,41297.81,17471
4215059,Rio Rufino,SC,Serra Catarinense,D,0.0,0,,0.0,8042.0,8042.0,0.0,23875.98,2483
4216800,São José do Cerrito,SC,Serra Catarinense,D,0.0,0,,0.0,3943.0,3943.0,0.0,31619.23,8295
4306601,Dom Pedrito,RS,Pampa Gaúcho,D,30.0,5,6.0,1042.0,2525.0,3567.0,0.0,34983.97,38461
4312807,Nova Araçá,RS,Uva e Vinho,D,3.0,2,1.5,0.0,0.0,0.0,0.0,51277.1,4759
4312906,Nova Bassano,RS,Uva e Vinho,D,4.0,2,2.0,128.0,0.0,128.0,0.0,60329.08,9916
4313300,Nova Prata,RS,Uva e Vinho,D,39.0,3,13.0,1098.0,2236.0,3334.0,0.0,47844.43,27257
4314506,Pinheiro Machado,RS,Pampa Gaúcho,D,0.0,1,0.0,0.0,0.0,0.0,0.0,24912.28,12271
4322707,Vera Cruz,RS,Vale do Rio Pardo,D,4.0,1,4.0,75.0,0.0,75.0,0.0,26080.29,26863
3115474,Catuti,MG,Serra Geral do Norte de Minas,E,0.0,0,,0.0,0.0,0.0,0.0,8902.82,4986
2405702,Jardim do Seridó,RN,Polo Seridó,D,0.0,0,,0.0,5385.0,5385.0,0.0,14380.09,12396
2409803,Pedro Velho,RN,Polo Agreste/Trairi,D,0.0,0,,0.0,303.0,303.0,0.0,9718.42,14806
2708006,Santana do Ipanema,AL,Região da Caatinga,D,27.0,3,9.0,0.0,3499.0,3499.0,0.0,11834.31,47654
3137007,Ladainha,MG,Pedras Preciosas,D,1.0,1,1.0,0.0,7494.0,7494.0,0.0,6791.25,18111
3137403,Lagoa Dourada,MG,Trilha dos Inconfidentes,D,4.0,2,2.0,0.0,0.0,0.0,0.0,20856.56,13009
3150109,Piau,MG,Caminhos Verdes de Minas,D,0.0,0,,0.0,7914.0,7914.0,0.0,24938.13,2748
3162948,São José da Barra,MG,Nascentes das Gerais e Canastra,D,8.0,2,4.0,0.0,7914.0,7914.0,0.0,106626.01,7426
3162955,São José da Lapa,MG,Grutas,D,2.0,1,2.0,61.0,0.0,61.0,0.0,21782.85,23766
3202702,Itaguaçu,ES,Imigrantes,D,6.0,1,6.0,143.0,496.0,639.0,0.0,18432.53,14066
3532009,Morungaba,SP,Circuito das Frutas,D,11.0,2,5.5,0.0,0.0,0.0,0.0,37230.26,13622
3538600,Piracaia,SP,entre serras e aguas,D,0.0,2,0.0,498.0,19885.0,20383.0,0.0,19797.36,27303
3556404,Vargem Grande do Sul,SP,"Entre Rios, Serras  e Cafés.",D,19.0,4,4.75,363.0,0.0,363.0,0.0,23134.13,42845
4102000,Assis Chateaubriand,PR,Riquezas do Oeste,D,14.0,4,3.5,0.0,32428.0,32428.0,0.0,35143.55,33362
4102307,Balsa Nova,PR,Rotas do Pinhão,D,14.0,4,3.5,0.0,0.0,0.0,0.0,58036.14,12941
4102604,Barracão,PR,Vales do Iguaçu,D,18.0,2,9.0,258.0,10143.0,10401.0,0.0,25651.92,10275
4102901,Bituruna,PR,Terra dos Pinheirais,D,9.0,4,2.25,0.0,0.0,0.0,0.0,22011.72,16389
4105300,Céu Azul,PR,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu,D,6.0,2,3.0,258.0,0.0,258.0,0.0,51482.64,11765
4107603,Faxinal,PR,Vale do Ivaí,D,8.0,2,4.0,121.0,0.0,121.0,0.0,26156.73,17251
4109906,Icaraíma,PR,Corredores das Águas,D,1.0,1,1.0,188.0,19890.0,20078.0,0.0,28180.4,7904
4110003,Iguaraçu,PR,Corredores das Águas,D,23.0,1,23.0,0.0,0.0,0.0,0.0,36979.96,4404
4115309,Mariópolis,PR,Vales do Iguaçu,D,0.0,0,,0.0,11214.0,11214.0,0.0,44042.53,6610
4117107,Nova Londrina,PR,Corredores das Águas,D,21.0,2,10.5,198.0,6127.0,6325.0,0.0,26130.55,13213
4122008,Rio Azul,PR,Terra dos Pinheirais,D,7.0,2,3.5,64.0,0.0,64.0,0.0,41222.54,15236
4122305,Rio Negro,PR,Rotas do Pinhão,D,19.0,3,6.33,0.0,15578.0,15578.0,0.0,36276.33,34170
4321667,Três Cachoeiras,RS,Litoral Norte Gaúcho,D,0.0,0,,731.0,0.0,731.0,0.0,24496.05,11053
4323101,Vicente Dutra,RS,Rota Águas e Pedras,D,1.0,1,1.0,0.0,17011.0,17011.0,0.0,21695.46,4670
5221809,Urutaí,GO,Região Turística da Estrada de Ferro,D,0.0,0,,0.0,2591.0,2591.0,0.0,31215.73,3072
1715101,Novo Acordo,TO,Encantos do Jalapao,E,0.0,0,,0.0,0.0,0.0,0.0,14203.52,4342
2101004,Arari,MA,Polo Lagos e Campos Floridos,D,2.0,1,2.0,0.0,8554.0,8554.0,0.0,8464.56,29848
2108306,Penalva,MA,Polo Lagos e Campos Floridos,D,0.0,0,,0.0,1834.0,1834.0,0.0,5650.61,38470
2505709,Dona Inês,PB,Brejo,D,0.0,0,,0.0,4477.0,4477.0,0.0,7863.75,10453
2902807,Barra da Estiva,BA,Chapada Diamantina,D,15.0,2,7.5,207.0,0.0,207.0,0.0,12770.72,20598
3141405,Medina,MG,Vale do Jequitinhonha,D,4.0,1,4.0,0.0,27227.0,27227.0,0.0,10768.15,20820
3142601,Monsenhor Paulo,MG,Lago de Furnas,D,5.0,1,5.0,0.0,0.0,0.0,0.0,19915.66,8688
3143500,Morada Nova de Minas,MG,Lago de Três Marias,D,0.0,0,,91.0,4335.0,4426.0,0.0,38310.74,8863
3144706,Nova Era,MG,Ouro,D,35.0,4,8.75,39.0,7914.0,7953.0,0.0,20874.52,17578
3151602,Planura,MG,Alta Mogiana,D,16.0,4,4.0,232.0,0.0,232.0,0.0,41826.54,12133
3152170,Ponto dos Volantes,MG,Vale do Jequitinhonha,D,1.0,1,1.0,0.0,6699.0,6699.0,0.0,7998.49,12121
3303203,Nilópolis,RJ,BAIXADA VERDE,D,58.0,4,14.5,130.0,22296.0,22426.0,0.0,17875.04,162485
3303955,Pinheiral,RJ,VALE DO CAFÉ,D,8.0,1,8.0,0.0,7494.0,7494.0,0.0,28471.64,25156
3517703,Guará,SP,Lagos do Rio Grande,D,11.0,2,5.5,0.0,4903.0,4903.0,0.0,23051.77,21220
3519402,Ibirá,SP,"Águas, Sabores e Saberes",D,25.0,3,8.33,0.0,9720.0,9720.0,0.0,19765.24,12393
3529906,Miracatu,SP,Caminhos da Mata Atlântica,D,0.0,0,,0.0,0.0,0.0,0.0,20952.66,19779
3537206,Pedro de Toledo,SP,Lagamar,D,5.0,1,5.0,0.0,0.0,0.0,0.0,13474.72,11331
4101002,Ampére,PR,Vales do Iguaçu,D,10.0,4,2.5,724.0,14813.0,15537.0,0.0,31119.18,19152
4101903,Assaí,PR,Norte do Paraná,D,1.0,1,1.0,182.0,305.0,487.0,0.0,29088.35,15119
4107538,Entre Rios do Oeste,PR,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu,D,0.0,0,,547.0,0.0,547.0,0.0,52472.96,4539
4115853,Mercedes,PR,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu,D,2.0,1,2.0,0.0,0.0,0.0,0.0,35575.21,5536
4119400,Piraí do Sul,PR,Campos Gerais,D,3.0,2,1.5,0.0,0.0,0.0,0.0,31884.3,25463
4124053,Santa Terezinha de Itaipu,PR,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu,D,26.0,2,13.0,4472.0,7130.0,11602.0,0.0,24855.93,23465
4126355,Serranópolis do Iguaçu,PR,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu,D,0.0,0,,349.0,0.0,349.0,0.0,46480.15,4495
4127858,Três Barras do Paraná,PR,Riquezas do Oeste,D,2.0,1,2.0,258.0,0.0,258.0,0.0,27064.98,12040
5203559,Bonfinópolis,GO,Região Turística da Estrada de Ferro,D,0.0,0,,0.0,3064.0,3064.0,0.0,10551.56,9706
5204300,Caçu,GO,Região Turística Lagos do Paranaíba,D,10.0,4,2.5,0.0,11600.0,11600.0,0.0,52610.02,16009
5204409,Caiapônia,GO,Região Turística Pegadas no Cerrado,D,7.0,3,2.33,0.0,13701.0,13701.0,0.0,26180.11,18913
5205307,Cavalcante,GO,Região Turística da Chapada dos Veadeiros,D,26.0,6,4.33,0.0,9021.0,9021.0,0.0,29616.4,9709
5213004,Maurilândia,GO,Região Turística Pegadas no Cerrado,D,10.0,2,5.0,0.0,0.0,0.0,0.0,15102.86,14080
5221080,Teresina de Goiás,GO,Região Turística da Chapada dos Veadeiros,D,6.0,2,3.0,334.0,0.0,334.0,0.0,10091.24,3458
3516606,Gália,SP,Alto Cafezal.,E,0.0,0,,0.0,0.0,0.0,0.0,23004.53,6548
2403806,Florânia,RN,Polo Seridó,D,0.0,0,,0.0,26807.0,26807.0,0.0,9596.9,9116
2412302,São José do Campestre,RN,Polo Agreste/Trairi,D,0.0,0,,0.0,0.0,0.0,0.0,7866.25,12856
2414001,Tangará,RN,Polo Agreste/Trairi,D,0.0,0,,0.0,0.0,0.0,0.0,9910.47,15727
2516508,Taperoá,PB,Cariri,D,2.0,1,2.0,132.0,18906.0,19038.0,0.0,7755.25,15376
2602803,Buíque,PE,FÉ E ARTE,D,1.0,1,1.0,108.0,20821.0,20929.0,0.0,7560.24,58378
2805406,Poço Redondo,SE,Polo Velho Chico,D,7.0,1,7.0,0.0,0.0,0.0,0.0,9109.81,34775
3100906,Águas Formosas,MG,Vale do Jequitinhonha,D,7.0,2,3.5,91.0,2624.0,2715.0,0.0,13459.92,19207
3108602,Brasília de Minas,MG,Sertão Gerais,D,5.0,4,1.25,735.0,0.0,735.0,0.0,10746.87,32347
3118809,Coração de Jesus,MG,Lago de Irapé,D,0.0,0,,0.0,0.0,0.0,0.0,8495.93,26602
3133907,Itaverava,MG,Villas e Fazendas de Minas,D,1.0,1,1.0,0.0,0.0,0.0,0.0,10668.94,5419
3159308,Santa Rita de Jacutinga,MG,Serras de Ibitipoca,D,4.0,1,4.0,0.0,15091.0,15091.0,0.0,12821.99,4884
3164001,São Pedro dos Ferros,MG,Montanhas e Fé,D,1.0,1,1.0,0.0,0.0,0.0,0.0,14631.97,7781
3164431,São Sebastião da Vargem Alegre,MG,Serras e Cachoeiras,D,0.0,0,,0.0,0.0,0.0,0.0,17481.37,3007
3501707,Américo Brasiliense,SP,Centro Paulista,D,0.0,0,,246.0,0.0,246.0,0.0,20947.93,40504
4110953,Itaipulândia,PR,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu,D,8.0,4,2.0,2669.0,17011.0,19680.0,0.0,33176.2,11176
4115606,Matelândia,PR,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu,D,0.0,0,,1920.0,21010.0,22930.0,0.0,47094.28,17943
5101308,Arenápolis,MT,Associação de Turismo da Região Circuito das Águas - Aturcira,D,6.0,3,2.0,0.0,284.0,284.0,0.0,18448.65,9607
5205521,Colinas do Sul,GO,Região Turística da Chapada dos Veadeiros,D,0.0,0,,0.0,3289.0,3289.0,0.0,14495.41,3382
2309201,Nova Olinda,CE,Cariri,E,0.0,0,,0.0,0.0,0.0,0.0,9353.48,15565
2413706,Sítio Novo,RN,Polo Agreste/Trairi,E,0.0,0,,0.0,0.0,0.0,0.0,8308.37,5522
3505807,Bastos,SP,Circuito das Nações,D,17.0,4,4.25,155.0,0.0,155.0,0.0,51230.47,20953
3511003,Castilho,SP,Pantanal Paulista,D,10.0,2,5.0,381.0,18727.0,19108.0,0.0,33284.2,21006
3520004,Igaraçu do Tietê,SP,Caminhos do Tietê,D,37.0,4,9.25,0.0,0.0,0.0,0.0,13242.69,24674
3523008,Itapura,SP,Pantanal Paulista,D,0.0,0,,234.0,0.0,234.0,0.0,19449.94,4906
3542206,Rancharia,SP,Sol do Oeste,D,24.0,3,8.0,120.0,25587.0,25707.0,0.0,31394.55,29707
3546108,Santa Clara d'Oeste,SP,Entre Rios,D,0.0,0,,0.0,7716.0,7716.0,0.0,35845.78,2115
3553500,Tapiraí,SP,Altos de Paranapiacaba,D,3.0,3,1.0,0.0,0.0,0.0,0.0,18965.41,7807
3556107,Valentim Gentil,SP,MARAVILHAS  DO RIO GRANDE,D,7.0,1,7.0,0.0,25587.0,25587.0,0.0,24873.67,13326
4209201,Lacerdópolis,SC,Vale dos Imigrantes,D,2.0,1,2.0,0.0,0.0,0.0,0.0,46827.1,2246
4211009,Mondaí,SC,VALE DAS ÁGUAS,D,2.0,1,2.0,440.0,0.0,440.0,0.0,60779.85,11742
4213708,Pouso Redondo,SC,Caminhos do Alto Vale,D,65.0,3,21.67,122.0,8042.0,8164.0,0.0,31673.51,17453
4220000,Balneário Rincão,SC,Encantos do Sul SC,D,0.0,0,,0.0,0.0,0.0,0.0,19007.78,12760
4301909,Barra do Ribeiro,RS,Costa Doce,D,0.0,0,,0.0,2236.0,2236.0,0.0,24729.66,13491
