COD_IBGE,MUNICIPIO,UF,REGIAO_TURISTICA,CLUSTER,QUANTIDADE_EMPREGOS,QUANTIDADE_ESTABELECIMENTOS,EMPREGOS_POR_ESTABELECIMENTO,VISITAS_INTERNACIONAIS_EST,VISITAS_NACIONAIS_EST,TOTAL_VISITAS_ESTIMADAS,ARRECADACAO,PIB_PER_CAPITA_R$,POPULACAO_2019
4116109,Moreira Sales,PR,"Ecoaventuras, Histórias e Sabores",D,2.0,1,2.0,0.0,0.0,0.0,0.0,24678.09,12121
4117255,Nova Prata do Iguaçu,PR,Vales do Iguaçu,D,1.0,1,1.0,0.0,4142.0,4142.0,0.0,30312.93,10548
4117305,Ortigueira,PR,Campos Gerais,D,13.0,3,4.33,0.0,20363.0,20363.0,0.0,131023.33,22141
4119152,Pinhais,PR,Rotas do Pinhão,D,5.0,3,1.67,0.0,0.0,0.0,0.0,48884.67,132157
4119509,Piraquara,PR,Rotas do Pinhão,D,52.0,2,26.0,0.0,0.0,0.0,0.0,12388.67,113036
4121802,Ribeirão Claro,PR,Norte Pioneiro,D,3.0,1,3.0,111.0,2350.0,2461.0,0.0,39231.49,10668
4122404,Rolândia,PR,Norte do Paraná,D,23.0,2,11.5,553.0,25587.0,26140.0,0.0,41850.38,66580
4123709,Santa Isabel do Ivaí,PR,Corredores das Águas,D,5.0,1,5.0,231.0,0.0,231.0,0.0,22110.85,8562
4123907,Santa Mariana,PR,Norte Pioneiro,D,2.0,1,2.0,75.0,0.0,75.0,0.0,31161.98,11724
4125001,São João do Ivaí,PR,Vale do Ivaí,D,8.0,1,8.0,0.0,27937.0,27937.0,0.0,25658.82,10219
4125704,São Miguel do Iguaçu,PR,Cataratas do Iguaçu e Caminhos ao Lago de Itaipu,D,15.0,5,3.0,3409.0,25492.0,28901.0,0.0,39875.96,27452
4125902,São Pedro do Paraná,PR,Corredores das Águas,D,0.0,0,,241.0,0.0,241.0,0.0,28661.38,2313
4126207,Sapopema,PR,Norte do Paraná,D,0.0,1,0.0,0.0,0.0,0.0,0.0,16003.45,6736
4126306,Sengés,PR,Campos Gerais,D,9.0,1,9.0,0.0,0.0,0.0,0.0,23146.13,19327
4126405,Sertaneja,PR,Norte do Paraná,D,1.0,1,1.0,0.0,0.0,0.0,0.0,54174.2,5284
4126603,Siqueira Campos,PR,Norte Pioneiro,D,16.0,3,5.33,141.0,5282.0,5423.0,0.0,26454.55,21016
4127304,Terra Rica,PR,Corredores das Águas,D,10.0,2,5.0,0.0,7956.0,7956.0,0.0,22053.46,16789
4127809,Tomazina,PR,Norte Pioneiro,D,6.0,2,3.0,112.0,0.0,112.0,0.0,25496.39,7918
4201208,Antônio Carlos,SC,Grande Florianópolis,D,0.0,1,0.0,0.0,0.0,0.0,0.0,92691.19,8513
4202206,Benedito Novo,SC,Vale Europeu,D,3.0,1,3.0,0.0,0.0,0.0,0.0,28335.24,11652
4202602,Bom Retiro,SC,Serra Catarinense,D,1.0,1,1.0,597.0,0.0,597.0,0.0,31496.29,9966
4202859,Braço do Trombudo,SC,Caminhos do Alto Vale,D,0.0,0,,0.0,0.0,0.0,0.0,41551.22,3743
4204152,Celso Ramos,SC,Vale dos Imigrantes,D,0.0,0,,9305.0,9361.0,18666.0,0.0,21794.66,2728
4204707,Cunha Porã,SC,VALE DAS ÁGUAS,D,2.0,1,2.0,0.0,0.0,0.0,0.0,53821.99,11086
4205456,Forquilhinha,SC,Encantos do Sul SC,D,22.0,2,11.0,91.0,0.0,91.0,0.0,33522.35,26793
4205803,Garuva,SC,Caminho dos Príncipes,D,20.0,5,4.0,75.0,0.0,75.0,0.0,60530.07,18145
4207106,Ilhota,SC,Costa Verde & Mar,D,6.0,1,6.0,0.0,14569.0,14569.0,0.0,51052.59,14184
4208708,Jacinto Machado,SC,Caminho dos Canyons,D,3.0,1,3.0,0.0,2236.0,2236.0,0.0,36224.67,10416
4209854,Lindóia do Sul,SC,Grande Oeste,D,0.0,0,,0.0,2260.0,2260.0,0.0,25267.94,4563
4210100,Mafra,SC,Caminhos do Contestado,D,48.0,4,12.0,347.0,10515.0,10862.0,0.0,35073.85,56292
4212056,Palmeira,SC,Serra Catarinense,D,0.0,0,,170.0,0.0,170.0,0.0,42248.08,2627
4214300,Rancho Queimado,SC,Grande Florianópolis,D,8.0,2,4.0,0.0,1773.0,1773.0,0.0,47625.96,2878
4215307,Salete,SC,Caminhos do Alto Vale,D,6.0,1,6.0,0.0,30471.0,30471.0,0.0,28448.25,7642
4217600,Siderópolis,SC,Encantos do Sul SC,D,1.0,1,1.0,250.0,0.0,250.0,0.0,37536.34,14007
4218608,Trombudo Central,SC,Caminhos do Alto Vale,D,0.0,0,,0.0,19256.0,19256.0,0.0,37635.93,7360
4218806,Turvo,SC,Caminho dos Canyons,D,8.0,2,4.0,0.0,0.0,0.0,0.0,41535.79,12899
4300646,Ametista do Sul,RS,Rota Águas e Pedras,D,11.0,3,3.67,0.0,11214.0,11214.0,0.0,18247.94,7409
4300901,Aratiba,RS,Termas e Lagos,D,5.0,1,5.0,121.0,0.0,121.0,0.0,161053.93,6235
4301503,Augusto Pestana,RS,Rota do Yucumã,D,2.0,1,2.0,0.0,1683.0,1683.0,0.0,48140.11,6661
4302303,Bom Jesus,RS,Campos de Cima da Serra,D,8.0,2,4.0,0.0,0.0,0.0,0.0,39264.76,11349
4302584,Bozano,RS,Rota do Yucumã,D,0.0,0,,0.0,2260.0,2260.0,0.0,61743.71,2123
4304804,Carlos Barbosa,RS,Uva e Vinho,D,9.0,2,4.5,91.0,22930.0,23021.0,0.0,92970.37,29833
4305355,Charqueadas,RS,Carbonífera,D,9.0,3,3.0,118.0,8553.0,8671.0,0.0,33757.46,40789
4306007,Crissiumal,RS,Rota do Yucumã,D,4.0,3,1.33,303.0,10363.0,10666.0,0.0,28041.7,13448
4306056,Cristal,RS,Costa Doce,D,2.0,1,2.0,1466.0,0.0,1466.0,0.0,25161.25,8009
4306320,Derrubadas,RS,Rota do Yucumã,D,8.0,1,8.0,258.0,0.0,258.0,0.0,34376.81,2805
4306908,Encruzilhada do Sul,RS,Vale do Rio Pardo,D,12.0,4,3.0,0.0,23124.0,23124.0,0.0,23372.46,25877
4307807,Estrela,RS,Vale do Taquari,D,12.0,2,6.0,731.0,33899.0,34630.0,0.0,48173.99,34116
4307815,Estrela Velha,RS,Centro-Serra,D,0.0,0,,100.0,0.0,100.0,0.0,36601.25,3655
4308003,Faxinal do Soturno,RS,Central,D,6.0,2,3.0,0.0,0.0,0.0,0.0,32699.87,6677
4308458,Fortaleza dos Valos,RS,Rota das Terras Encantadas,D,0.0,0,,328.0,0.0,328.0,0.0,72744.9,4320
4309001,Giruá,RS,Rota Missões,D,9.0,1,9.0,242.0,728.0,970.0,0.0,50398.98,16004
4309555,Harmonia,RS,Vale da Felicidade,D,0.0,0,,0.0,2236.0,2236.0,0.0,38744.77,4866
4309605,Horizontina,RS,Rota do Rio Uruguai,D,32.0,4,8.0,210.0,9881.0,10091.0,0.0,90082.54,19329
4310009,Ibirubá,RS,Rota das Terras Encantadas,D,20.0,6,3.33,77.0,0.0,77.0,0.0,55456.34,20350
4310504,Iraí,RS,Rota Águas e Pedras,D,35.0,5,7.0,0.0,0.0,0.0,0.0,28526.6,7241
4310538,Itaara,RS,Central,D,0.0,0,,0.0,0.0,0.0,0.0,22141.41,5499
4312005,Mariano Moro,RS,Termas e Lagos,D,0.0,0,,121.0,11214.0,11335.0,0.0,26985.32,2031
4312708,Nonoai,RS,Rota Águas e Pedras,D,11.0,4,2.75,0.0,26159.0,26159.0,0.0,34166.32,11695
4313086,Nova Pádua,RS,Uva e Vinho,D,1.0,1,1.0,143.0,0.0,143.0,0.0,27910.37,2553
4313425,Novo Machado,RS,Rota do Rio Uruguai,D,0.0,0,,0.0,520.0,520.0,0.0,40157.09,3323
4316105,Ronda Alta,RS,Cultura e Tradição,D,1.0,1,1.0,72.0,0.0,72.0,0.0,33216.87,10601
4318101,São Francisco de Assis,RS,Vale do Jaguarí,D,1.0,1,1.0,874.0,2236.0,3110.0,0.0,25633.4,18335
4318507,São José do Norte,RS,Costa Doce,D,2.0,3,0.67,366.0,0.0,366.0,0.0,15383.15,27568
4318622,São José dos Ausentes,RS,Campos de Cima da Serra,D,5.0,4,1.25,2080.0,1125.0,3205.0,0.0,33039.78,3527
4319505,São Sebastião do Caí,RS,Vale da Felicidade,D,7.0,1,7.0,200.0,2236.0,2436.0,0.0,27962.06,25685
4319604,São Sepé,RS,Central,D,19.0,2,9.5,731.0,30113.0,30844.0,0.0,38242.63,23621
4320206,Seberi,RS,Rota Águas e Pedras,D,5.0,2,2.5,0.0,0.0,0.0,0.0,35655.5,10750
4320305,Selbach,RS,Rota das Terras Encantadas,D,1.0,1,1.0,0.0,24956.0,24956.0,0.0,45577.39,5100
4320602,Severiano de Almeida,RS,Termas e Lagos,D,4.0,1,4.0,0.0,0.0,0.0,0.0,29298.28,3657
4320701,Sobradinho,RS,Centro-Serra,D,9.0,3,3.0,91.0,0.0,91.0,0.0,25642.1,14967
4321105,Tapes,RS,Costa Doce,D,16.0,3,5.33,0.0,5584.0,5584.0,0.0,21353.99,17300
4321204,Taquara,RS,Vale do Paranhana,D,17.0,1,17.0,276.0,10601.0,10877.0,0.0,24898.78,57466
4321451,Teutônia,RS,Vale do Taquari,D,17.0,4,4.25,0.0,14973.0,14973.0,0.0,46107.65,33232
4321709,Três Coroas,RS,Vale do Paranhana,D,15.0,5,3.0,128.0,0.0,128.0,0.0,31690.01,28220
4322301,Tuparendi,RS,Rota do Rio Uruguai,D,0.0,0,,0.0,0.0,0.0,0.0,37621.0,7893
4322608,Venâncio Aires,RS,Vale do Rio Pardo,D,27.0,4,6.75,963.0,8236.0,9199.0,0.0,48418.68,71554
4323309,Vila Flores,RS,Uva e Vinho,D,0.0,0,,0.0,0.0,0.0,0.0,64866.36,3385
5004908,Jaraguari,MS,Caminho dos Ipês,D,1.0,1,1.0,0.0,4709.0,4709.0,0.0,27648.51,7187
5005103,Jateí,MS,Vale das Águas,D,0.0,0,,0.0,2350.0,2350.0,0.0,75005.78,4027
5005806,Nioaque,MS,Bonito / Serra da Bodoquena,D,3.0,2,1.5,0.0,29391.0,29391.0,0.0,22624.0,13930
5101704,Barra do Bugres,MT,Região Turística das Nascentes,D,25.0,2,12.5,381.0,11547.0,11928.0,0.0,36984.98,34966
5103056,Cláudia,MT,Região Turística Portal do Agronegócio,D,6.0,4,1.5,0.0,8042.0,8042.0,0.0,37123.61,12149
5103106,Cocalinho,MT,Região Turística Portal do Araguaia,D,3.0,2,1.5,0.0,11772.0,11772.0,0.0,29071.53,5700
5104203,Guiratinga,MT,Região Turística Domo de Araguainha,D,9.0,3,3.0,0.0,5839.0,5839.0,0.0,27685.19,15141
5105176,Juruena,MT,Região Turística Vale do Juruena,D,9.0,2,4.5,0.0,0.0,0.0,0.0,13021.48,15865
5105200,Juscimeira,MT,Região Turística Vale do São Lourenço,D,28.0,3,9.33,0.0,284.0,284.0,0.0,28274.17,11221
5105234,Lambari d'Oeste,MT,Região Turística Vale do Cabaçal,D,2.0,1,2.0,0.0,4903.0,4903.0,0.0,41822.07,6121
5106240,Nova Ubiratã,MT,Região Turística Portal do Agronegócio,D,4.0,2,2.0,0.0,0.0,0.0,0.0,108284.61,11982
5106265,Novo Mundo,MT,Região Turística Portal da Amazônia,D,3.0,1,3.0,0.0,0.0,0.0,0.0,24396.86,9178
5106372,Pedra Preta,MT,Região Turística Rota dos Ipês e das Águas,D,16.0,3,5.33,0.0,0.0,0.0,0.0,47656.32,17626
5106778,Porto Alegre do Norte,MT,Região Turística Norte Araguaia,D,3.0,2,1.5,1758.0,22788.0,24546.0,0.0,20214.95,12517
5106802,Porto dos Gaúchos,MT,Região Turística Portal do Agronegócio,D,2.0,1,2.0,0.0,0.0,0.0,0.0,94500.46,5410
5107206,Rio Branco,MT,Região Turística Vale do Cabaçal,D,0.0,0,,64.0,0.0,64.0,0.0,17807.09,5156
5107248,Santa Carmem,MT,Região Turística Portal do Agronegócio,D,0.0,0,,0.0,0.0,0.0,0.0,90226.51,4525
5107305,São José do Rio Claro,MT,Associação de Turismo da Região Circuito das Águas - Aturcira,D,17.0,4,4.25,182.0,11603.0,11785.0,0.0,38571.23,20664
5107701,Rosário Oeste,MT,Associação de Turismo da Região Circuito das Águas - Aturcira,D,8.0,2,4.0,207.0,8879.0,9086.0,0.0,17901.65,17151
5108105,Tesouro,MT,Região Turística Domo de Araguainha,D,1.0,1,1.0,0.0,0.0,0.0,0.0,39286.96,3805
5202601,Aurilândia,GO,Região Turística Pegadas no Cerrado,D,0.0,0,,0.0,2591.0,2591.0,0.0,18848.42,3120
5204250,Cachoeira Dourada,GO,Região Turística Lagos do Paranaíba,D,0.0,0,,0.0,6951.0,6951.0,0.0,101674.06,8067
5205471,Chapadão do Céu,GO,Região Turística Pegadas no Cerrado,D,24.0,5,4.8,258.0,16903.0,17161.0,0.0,139625.7,10167
5205802,Corumbá de Goiás,GO,Região Turística do Ouro e Cristais,D,13.0,2,6.5,102.0,39753.0,39855.0,0.0,18268.6,11110
5211701,Jandaia,GO,Região Turística Pegadas no Cerrado,D,1.0,1,1.0,0.0,2591.0,2591.0,0.0,45848.86,6048
5216452,Perolândia,GO,Região Turística Pegadas no Cerrado,D,0.0,0,,126.0,0.0,126.0,0.0,121220.92,3129
3103108,Antônio Prado de Minas,MG,Serra do Brigadeiro,E,0.0,0,,0.0,0.0,0.0,0.0,14789.54,1598
3131158,Ipaba,MG,Mata Atlântica de Minas,E,0.0,0,,0.0,0.0,0.0,0.0,8574.71,18607
4300877,Araricá,RS,Vale Germânico,E,0.0,0,,0.0,0.0,0.0,0.0,33932.7,5698
1712504,Marianópolis do Tocantins,TO,Lagos e Praias do Cantão,E,0.0,0,,0.0,0.0,0.0,0.0,28377.83,5175
2806008,Ribeirópolis,SE,Polo Serras Sergipanas,E,0.0,0,,0.0,0.0,0.0,0.0,16709.92,18652
3122900,Dona Eusébia,MG,Serras e Cachoeiras,E,0.0,0,,0.0,0.0,0.0,0.0,13183.04,6572
3132602,Itamarati de Minas,MG,Serras e Cachoeiras,E,0.0,0,,0.0,0.0,0.0,0.0,13486.82,4355
3140530,Martins Soares,MG,Pico da Bandeira,E,0.0,0,,0.0,0.0,0.0,0.0,23642.19,8417
3305703,Sumidouro,RJ,CAMINHOS DA SERRA,E,0.0,0,,0.0,0.0,0.0,0.0,28031.26,15623
3546256,Santa Cruz da Esperança,SP,Alta Mogiana,E,0.0,0,,0.0,0.0,0.0,0.0,25103.11,2139
2512077,Poço de José de Moura,PB,Vale dos Dinossauros,E,0.0,0,,0.0,0.0,0.0,0.0,9663.61,4307
3140605,Materlândia,MG,Vale do Jequitinhonha,E,0.0,0,,0.0,0.0,0.0,0.0,10704.38,4459
3145372,Novorizonte,MG,Lago de Irapé,E,0.0,0,,0.0,0.0,0.0,0.0,10246.85,5299
3166709,Serra dos Aimorés,MG,Pedras Preciosas,E,0.0,0,,0.0,0.0,0.0,0.0,8657.12,8699
4108320,Francisco Alves,PR,Corredores das Águas,E,0.0,0,,0.0,0.0,0.0,0.0,27636.22,6046
4122800,Salgado Filho,PR,Vales do Iguaçu,E,0.0,0,,0.0,0.0,0.0,0.0,26176.13,3580
3121407,Desterro de Entre Rios,MG,Veredas do Paraopeba,E,0.0,0,,0.0,0.0,0.0,0.0,26393.98,7243
3126950,Frei Lagonegro,MG,Trilhas do Rio Doce,E,0.0,0,,0.0,0.0,0.0,0.0,9159.45,3478
3145356,Novo Oriente de Minas,MG,Pedras Preciosas,E,0.0,0,,0.0,0.0,0.0,0.0,9122.15,10755
5106273,Novo Horizonte do Norte,MT,Região Turística Portal do Agronegócio,E,0.0,0,,0.0,0.0,0.0,0.0,14762.93,4004
2513604,Santana dos Garrotes,PB,Vale dos Sertões,E,0.0,0,,0.0,0.0,0.0,0.0,8105.93,7031
2515609,Serra da Raiz,PB,Brejo,E,0.0,0,,0.0,0.0,0.0,0.0,10511.94,3148
3112653,Capitão Andrade,MG,Trilhas do Rio Doce,E,0.0,0,,0.0,0.0,0.0,0.0,9079.49,5468
3300936,Carapebus,RJ,COSTA DO SOL,E,0.0,0,,0.0,0.0,0.0,0.0,27798.02,16301
3306156,Varre-Sai,RJ,ÁGUAS DO NOROESTE,E,0.0,0,,0.0,0.0,0.0,0.0,17872.64,11000
4212700,Petrolândia,SC,Caminhos do Alto Vale,E,0.0,0,,0.0,0.0,0.0,0.0,30438.7,5937
2708303,São José da Laje,AL,Quilombos,E,0.0,0,,0.0,0.0,0.0,0.0,15241.67,23927
3201704,Conceição do Castelo,ES,Montanhas Capixabas,E,0.0,0,,0.0,0.0,0.0,0.0,16017.68,12723
3540754,Potim,SP,Fé,E,0.0,0,,0.0,0.0,0.0,0.0,9547.78,24643
3524907,Jambeiro,SP,Rios do Vale,E,0.0,0,,0.0,0.0,0.0,0.0,38568.38,6602
4315172,Protásio Alves,RS,Uva e Vinho,E,0.0,0,,0.0,0.0,0.0,0.0,31270.88,1947
4322525,Vale Verde,RS,Vale do Rio Pardo,E,0.0,0,,0.0,0.0,0.0,0.0,26059.53,3497
3124609,Estrela Dalva,MG,Serras e Cachoeiras,E,0.0,0,,0.0,0.0,0.0,0.0,14346.2,2343
4322855,Vespasiano Correa,RS,Vale do Taquari,E,0.0,0,,0.0,0.0,0.0,0.0,38441.36,1815
3541059,Pratânia,SP,Pólo Turístico Cuesta,E,0.0,0,,0.0,0.0,0.0,0.0,22071.44,5261
5212303,Leopoldo de Bulhões,GO,Região Turística da Estrada de Ferro,E,0.0,0,,0.0,0.0,0.0,0.0,34984.0,7647
3163904,São Pedro da União,MG,Montanhas Cafeeiras de Minas,E,0.0,0,,0.0,0.0,0.0,0.0,17703.93,4659
3165578,Senador Amaral,MG,Serras Verdes do Sul de Minas,E,0.0,0,,0.0,0.0,0.0,0.0,12686.0,5356
3512704,Corumbataí,SP,Serra do Itaqueri,E,0.0,0,,0.0,0.0,0.0,0.0,57695.92,4055
4128807,Xambrê,PR,Corredores das Águas,E,0.0,0,,0.0,0.0,0.0,0.0,16780.39,5679
3116506,Claro dos Poções,MG,Serra do Cabral,E,0.0,0,,0.0,0.0,0.0,0.0,9396.26,7551
3136405,Joaquim Felício,MG,Serra do Cabral,E,0.0,0,,0.0,0.0,0.0,0.0,10916.39,4695
3540101,Pongaí,SP,Coração do Tietê,E,0.0,0,,0.0,0.0,0.0,0.0,21514.53,3416
4212403,Pedras Grandes,SC,Encantos do Sul SC,E,0.0,0,,0.0,0.0,0.0,0.0,36448.83,3976
4215653,Santa Rosa do Sul,SC,Caminho dos Canyons,E,0.0,0,,0.0,0.0,0.0,0.0,18190.39,8358
4316436,Saldanha Marinho,RS,Rota das Terras Encantadas,E,0.0,0,,0.0,0.0,0.0,0.0,57199.81,2650
4323200,Victor Graeff,RS,Rota das Terras Encantadas,E,0.0,0,,0.0,0.0,0.0,0.0,57756.61,2882
2414902,Viçosa,RN,Polo Serrano,E,0.0,0,,0.0,0.0,0.0,0.0,11186.55,1718
3106804,Bias Fortes,MG,Serras de Ibitipoca,E,0.0,0,,0.0,0.0,0.0,0.0,9622.84,3379
3117207,Conceição das Pedras,MG,Caminhos da Mantiqueira,E,0.0,0,,0.0,0.0,0.0,0.0,14270.81,2812
3138708,Luminárias,MG,Vale Verde e Quedas D'Água,E,0.0,0,,0.0,0.0,0.0,0.0,17052.66,5446
3145802,Onça de Pitangui,MG,Verde - Trilha dos Bandeirantes,E,0.0,0,,0.0,0.0,0.0,0.0,18226.24,3148
3150901,Piranguçu,MG,Caminhos da Mantiqueira,E,0.0,0,,0.0,0.0,0.0,0.0,12900.39,5472
4121307,Rancho Alegre,PR,Norte do Paraná,E,0.0,0,,0.0,0.0,0.0,0.0,31645.64,3808
4200754,Alto Bela Vista,SC,Vale dos Imigrantes,E,0.0,0,,0.0,0.0,0.0,0.0,31313.91,1937
4201802,Atalanta,SC,Caminhos do Alto Vale,E,0.0,0,,0.0,0.0,0.0,0.0,31379.01,3210
4212270,Passos Maia,SC,Grande Oeste,E,0.0,0,,0.0,0.0,0.0,0.0,32135.25,4147
4219101,Vargeão,SC,Grande Oeste,E,0.0,0,,0.0,0.0,0.0,0.0,39484.15,3573
2902658,Banzaê,BA,Caminhos do Sertão,E,0.0,0,,0.0,0.0,0.0,0.0,6920.68,13229
3118502,Consolação,MG,Serras Verdes do Sul de Minas,E,0.0,0,,0.0,0.0,0.0,0.0,14574.03,1783
3137304,Lagoa dos Patos,MG,Lago de Irapé,E,0.0,0,,0.0,0.0,0.0,0.0,10836.76,4102
3201803,Divino de São Lourenço,ES,Caparaó,E,0.0,0,,0.0,0.0,0.0,0.0,14842.3,4304
4117206,Nova Olímpia,PR,Corredores das Águas,E,0.0,0,,0.0,0.0,0.0,0.0,15814.54,5806
4123600,Santa Inês,PR,Corredores das Águas,E,0.0,0,,0.0,0.0,0.0,0.0,27485.42,1596
4200309,Agronômica,SC,Caminhos do Alto Vale,E,0.0,0,,0.0,0.0,0.0,0.0,29713.26,5448
4206652,Guatambú,SC,Grande Oeste,E,0.0,0,,0.0,0.0,0.0,0.0,53957.22,4704
4313011,Nova Candelária,RS,Rota do Rio Uruguai,E,0.0,0,,0.0,0.0,0.0,0.0,61357.32,2698
2903003,Barra do Mendes,BA,Chapada Diamantina,E,0.0,0,,0.0,0.0,0.0,0.0,7057.25,13865
4101705,Araruna,PR,"Ecoaventuras, Histórias e Sabores",E,0.0,0,,0.0,0.0,0.0,0.0,33735.86,13970
4301552,Áurea,RS,Termas e Lagos,E,0.0,0,,0.0,0.0,0.0,0.0,30993.5,3554
4310405,Independência,RS,Rota do Rio Uruguai,E,0.0,0,,0.0,0.0,0.0,0.0,45536.0,6167
5006259,Novo Horizonte do Sul,MS,Vale das Águas,E,0.0,0,,0.0,0.0,0.0,0.0,46778.58,3814
4215604,Santa Rosa de Lima,SC,Encantos do Sul SC,E,0.0,0,,0.0,0.0,0.0,0.0,26842.89,2142
4218756,Tunápolis,SC,Caminhos da Fronteira,E,0.0,0,,0.0,0.0,0.0,0.0,31286.67,4543
4306452,Dois Lajeados,RS,Vale do Taquari,E,0.0,0,,0.0,0.0,0.0,0.0,31928.25,3400
4310751,Ivorá,RS,Central,E,0.0,0,,0.0,0.0,0.0,0.0,27596.44,1910
4207759,Iraceminha,SC,Caminhos da Fronteira,E,0.0,0,,0.0,0.0,0.0,0.0,24958.01,3976
4301859,Barra do Guarita,RS,Rota do Yucumã,E,0.0,0,,0.0,0.0,0.0,0.0,14316.63,3248
4307450,Esperança do Sul,RS,Rota do Yucumã,E,0.0,0,,0.0,0.0,0.0,0.0,28157.73,2926
4309753,Ibarama,RS,Centro-Serra,E,0.0,0,,0.0,0.0,0.0,0.0,21319.67,4406
2509602,Monte Horebe,PB,Vale dos Dinossauros,E,0.0,0,,0.0,0.0,0.0,0.0,7545.17,4816
3516853,Gavião Peixoto,SP,Centro Paulista,E,0.0,0,,0.0,0.0,0.0,0.0,225346.38,4789
3529609,Meridiano,SP,MARAVILHAS  DO RIO GRANDE,E,0.0,0,,0.0,0.0,0.0,0.0,60692.11,3836
3540408,Populina,SP,MARAVILHAS  DO RIO GRANDE,E,0.0,0,,0.0,0.0,0.0,0.0,23389.52,4169
3548302,Santo Expedito,SP,Sol do Oeste,E,0.0,0,,0.0,0.0,0.0,0.0,12549.53,3111
4202099,Barra Bonita,SC,Caminhos da Fronteira,E,0.0,0,,0.0,0.0,0.0,0.0,22001.96,1677
4204103,Caxambu do Sul,SC,VALE DAS ÁGUAS,E,0.0,0,,0.0,0.0,0.0,0.0,38766.6,3642
4215406,Salto Veloso,SC,Vale dos Imigrantes,E,0.0,0,,0.0,0.0,0.0,0.0,42709.82,4718
4323507,Vista Alegre,RS,Rota Águas e Pedras,E,0.0,0,,0.0,0.0,0.0,0.0,34239.96,2752
2601300,Barra de Guabiraba,PE,SERRAS E ARTES DE PERNAMBUCO,E,0.0,0,,0.0,0.0,0.0,0.0,9413.02,14385
3102852,Angelândia,MG,Pedras Preciosas,E,0.0,0,,0.0,0.0,0.0,0.0,10526.55,8520
3158904,Santana do Manhuaçu,MG,Pico da Bandeira,E,0.0,0,,0.0,0.0,0.0,0.0,11647.77,8674
3163300,São José do Divino,MG,Trilhas do Rio Doce,E,0.0,0,,0.0,0.0,0.0,0.0,10182.31,3860
3528205,Macedônia,SP,MARAVILHAS  DO RIO GRANDE,E,0.0,0,,0.0,0.0,0.0,0.0,20360.32,3698
3545100,Salmourão,SP,Águas do Oeste,E,0.0,0,,0.0,0.0,0.0,0.0,15147.76,5300
4300471,Almirante Tamandaré do Sul,RS,Cultura e Tradição,E,0.0,0,,0.0,0.0,0.0,0.0,83079.79,1964
4316972,Santa Margarida do Sul,RS,Fronteira,E,0.0,0,,0.0,0.0,0.0,0.0,71905.47,2562
3101409,Albertina,MG,Malhas do Sul de Minas,E,0.0,0,,0.0,0.0,0.0,0.0,15732.1,3007
3108107,Bonfim,MG,Veredas do Paraopeba,E,0.0,0,,0.0,0.0,0.0,0.0,14898.51,6868
3112901,Caputira,MG,Pico da Bandeira,E,0.0,0,,0.0,0.0,0.0,0.0,8203.71,9298
3116407,Claraval,MG,Nascentes das Gerais e Canastra,E,0.0,0,,0.0,0.0,0.0,0.0,28257.1,4843
3118106,Congonhas do Norte,MG,Serra do Cipó,E,0.0,0,,0.0,0.0,0.0,0.0,8190.99,5045
3129806,Ibirité,MG,Veredas do Paraopeba,E,0.0,0,,0.0,0.0,0.0,0.0,14084.2,180204
3138351,Leme do Prado,MG,Lago de Irapé,E,0.0,0,,0.0,0.0,0.0,0.0,11989.57,4918
3148806,Pedra do Anta,MG,Montanhas e Fé,E,0.0,0,,0.0,0.0,0.0,0.0,13272.05,3052
5204953,Campos Verdes,GO,Região Turística do Ouro e Cristais,E,0.0,0,,0.0,0.0,0.0,0.0,22698.76,2141
3161403,São Francisco do Glória,MG,Pico da Bandeira,E,0.0,0,,0.0,0.0,0.0,0.0,10839.82,4844
3166501,Serra Azul de Minas,MG,Diamantes,E,0.0,0,,0.0,0.0,0.0,0.0,8067.38,4293
4107520,Esperança Nova,PR,Corredores das Águas,E,0.0,0,,0.0,0.0,0.0,0.0,31246.86,1698
4300455,Alegria,RS,Rota do Rio Uruguai,E,0.0,0,,0.0,0.0,0.0,0.0,32016.16,3464
4305116,Centenário,RS,Termas e Lagos,E,0.0,0,,0.0,0.0,0.0,0.0,28723.78,2891
4310413,Inhacorá,RS,Rota do Yucumã,E,0.0,0,,0.0,0.0,0.0,0.0,30690.65,2226
4310702,Itatiba do Sul,RS,Termas e Lagos,E,0.0,0,,0.0,0.0,0.0,0.0,19887.36,3324
4312377,Monte Alegre dos Campos,RS,Campos de Cima da Serra,E,0.0,0,,0.0,0.0,0.0,0.0,22224.69,3226
4313391,Novo Cabrais,RS,Centro-Serra,E,0.0,0,,0.0,0.0,0.0,0.0,22505.89,4196
4315800,Roca Sales,RS,Vale do Taquari,E,0.0,0,,0.0,0.0,0.0,0.0,42236.4,11393
2506103,Fagundes,PB,Agreste ,E,0.0,0,,0.0,0.0,0.0,0.0,8274.6,11253
2800100,Amparo de São Francisco,SE,Polo Velho Chico,E,0.0,0,,0.0,0.0,0.0,0.0,14014.72,2374
3163003,São José da Safira,MG,Trilhas do Rio Doce,E,0.0,0,,0.0,0.0,0.0,0.0,9891.69,4268
3510153,Canitar,SP,Angra Doce Paulista,E,0.0,0,,0.0,0.0,0.0,0.0,27219.57,5216
2207355,Pajeú do Piauí,PI,Polo das Origens,E,0.0,0,,0.0,0.0,0.0,0.0,11434.78,3389
